grid;level1;level2;level3;level4;level5;activitySum;activityCategory
699:352;1;88.8;155.6;209.6;245.6;262;5
699:353;1;88.8;155.6;209.6;245.6;295;5
699:354;1;88.8;155.6;209.6;245.6;246;5
699:355;1;88.8;155.6;209.6;245.6;226;4
699:356;1;88.8;155.6;209.6;245.6;170;3
699:357;1;88.8;155.6;209.6;245.6;238;4
699:358;1;88.8;155.6;209.6;245.6;258;5
699:359;1;88.8;155.6;209.6;245.6;264;5
699:360;1;88.8;155.6;209.6;245.6;227;4
699:361;1;88.8;155.6;209.6;245.6;197;3
699:362;1;88.8;155.6;209.6;245.6;304;5
699:363;1;88.8;155.6;209.6;245.6;259;5
699:364;1;88.8;155.6;209.6;245.6;250;5
699:365;1;88.8;155.6;209.6;245.6;200;3
699:366;1;88.8;155.6;209.6;245.6;191;3
699:367;1;88.8;155.6;209.6;245.6;215;4
699:368;1;88.8;155.6;209.6;245.6;177;3
699:369;1;71.04;124.48;167.68;196.48;195;4
699:370;1;88.8;155.6;209.6;245.6;180;3
699:371;1;88.8;155.6;209.6;245.6;203;3
699:372;1;88.8;155.6;209.6;245.6;166;3
699:373;1;71.04;124.48;167.68;196.48;27;1
700:318;1;51.8;104.6;129.2;154.9;182;5
700:319;1;51.8;104.6;129.2;154.9;65;2
700:320;1;85.9;172.8;210.8;249.8;175;3
700:321;1;98.4;197.8;240.6;284.4;244;4
700:322;1;110.9;222.8;270.4;319.1;358;5
700:323;1;88;154;208;244;357;5
700:324;1;88;154;208;244;215;4
700:325;1;88;154;208;244;253;5
700:326;1;88;154;208;244;279;5
700:327;1;88;154;208;244;258;5
700:328;1;88;154;208;244;212;4
700:329;1;88;154;208;244;270;5
700:330;1;88;154;208;244;270;5
700:331;1;88;154;208;244;245;5
700:332;1;88;154;208;244;249;5
700:333;1;70.4;123.2;166.4;195.2;316;5
700:334;1;88;154;208;244;241;4
700:335;1;88;154;208;244;215;4
700:336;1;88;154;208;244;210;4
700:337;1;88;154;208;244;261;5
700:338;1;88;154;208;244;167;3
700:339;1;88;154;208;244;162;3
700:340;1;70.4;123.2;166.4;195.2;187;4
700:341;1;88;154;208;244;189;3
700:342;1;88;154;208;244;177;3
700:343;1;88;154;208;244;251;5
700:344;1;88;154;208;244;250;5
700:345;1;88;154;208;244;271;5
700:346;1;88;154;208;244;260;5
700:347;1;70.4;123.2;166.4;195.2;140;3
700:348;1;88;154;208;244;184;3
700:349;1;88;154;208;244;212;4
700:350;1;88;154;208;244;256;5
700:351;1;88;154;208;244;298;5
700:352;1;88;154;208;244;306;5
700:353;1;88;154;208;244;289;5
700:354;1;88;154;208;244;246;5
700:355;1;88;154;208;244;195;3
700:356;1;88;154;208;244;241;4
700:357;1;88;154;208;244;235;4
700:358;1;88;154;208;244;210;4
700:359;1;88;154;208;244;217;4
700:360;1;88;154;208;244;245;5
700:361;1;88;154;208;244;246;5
700:362;1;88;154;208;244;253;5
700:363;1;88;154;208;244;194;3
700:364;1;70.4;123.2;166.4;195.2;252;5
700:365;1;88;154;208;244;330;5
700:366;1;88;154;208;244;181;3
700:367;1;88;154;208;244;166;3
700:368;1;88;154;208;244;278;5
700:369;1;88;154;208;244;189;3
700:370;1;88;154;208;244;200;3
700:371;1;88;154;208;244;172;3
700:372;1;70.4;123.2;166.4;195.2;129;3
701:318;1;51.8;104.6;129.2;154.9;226;5
701:319;1;19.5;40;52.2;65.3;75;5
701:320;1;19.5;40;52.2;65.3;96;5
701:321;1;73.4;147.9;181;215.1;246;5
701:322;1;102.4;205.8;250.2;295.6;331;5
701:323;1;87.2;152.4;206.4;242.4;345;5
701:324;1;87.2;152.4;206.4;242.4;294;5
701:325;1;87.2;152.4;206.4;242.4;277;5
701:326;1;87.2;152.4;206.4;242.4;304;5
701:327;1;87.2;152.4;206.4;242.4;283;5
701:328;1;87.2;152.4;206.4;242.4;239;4
701:329;1;87.2;152.4;206.4;242.4;246;5
701:330;1;87.2;152.4;206.4;242.4;254;5
701:331;1;87.2;152.4;206.4;242.4;243;5
701:332;1;87.2;152.4;206.4;242.4;261;5
701:333;1;87.2;152.4;206.4;242.4;321;5
701:334;1;87.2;152.4;206.4;242.4;329;5
701:335;1;87.2;152.4;206.4;242.4;261;5
701:336;1;87.2;152.4;206.4;242.4;187;3
701:337;1;87.2;152.4;206.4;242.4;154;3
701:338;1;87.2;152.4;206.4;242.4;264;5
701:339;1;87.2;152.4;206.4;242.4;289;5
701:340;1;87.2;152.4;206.4;242.4;181;3
701:341;1;87.2;152.4;206.4;242.4;186;3
701:342;1;87.2;152.4;206.4;242.4;203;3
701:343;1;87.2;152.4;206.4;242.4;187;3
701:344;1;87.2;152.4;206.4;242.4;226;4
701:345;1;87.2;152.4;206.4;242.4;214;4
701:346;1;87.2;152.4;206.4;242.4;162;3
701:347;1;87.2;152.4;206.4;242.4;173;3
701:348;1;87.2;152.4;206.4;242.4;227;4
701:349;1;87.2;152.4;206.4;242.4;277;5
701:350;1;87.2;152.4;206.4;242.4;290;5
701:351;1;87.2;152.4;206.4;242.4;230;4
701:352;1;87.2;152.4;206.4;242.4;211;4
701:353;1;87.2;152.4;206.4;242.4;232;4
701:354;1;87.2;152.4;206.4;242.4;207;4
701:355;1;87.2;152.4;206.4;242.4;221;4
701:356;1;87.2;152.4;206.4;242.4;270;5
701:357;1;87.2;152.4;206.4;242.4;235;4
701:358;1;87.2;152.4;206.4;242.4;209;4
701:359;1;87.2;152.4;206.4;242.4;216;4
701:360;1;87.2;152.4;206.4;242.4;237;4
701:361;1;87.2;152.4;206.4;242.4;295;5
701:362;1;69.76;121.92;165.12;193.92;257;5
701:363;1;69.76;121.92;165.12;193.92;172;4
701:364;1;69.76;121.92;165.12;193.92;207;5
701:365;1;87.2;152.4;206.4;242.4;322;5
701:366;1;87.2;152.4;206.4;242.4;226;4
701:367;1;87.2;152.4;206.4;242.4;171;3
701:368;1;87.2;152.4;206.4;242.4;176;3
701:369;1;87.2;152.4;206.4;242.4;181;3
701:370;1;87.2;152.4;206.4;242.4;181;3
701:371;1;69.76;121.92;165.12;193.92;140;3
702:318;1;19.5;40;52.2;65.3;77;5
702:319;1;19.5;40;52.2;65.3;66;5
702:320;1;93.2;187.4;228.3;270.1;298;5
702:321;1;110.9;222.8;270.4;319.1;299;4
702:322;1;102.4;205.8;250.2;295.6;268;4
702:323;1;105.7;212.4;258.1;304.7;264;4
702:324;1;108.5;217.9;264.7;312.4;345;5
702:325;1;108.5;217.9;264.7;312.4;320;5
702:326;1;86.4;150.8;204.8;240.8;299;5
702:327;1;86.4;150.8;204.8;240.8;258;5
702:328;1;86.4;150.8;204.8;240.8;183;3
702:329;1;86.4;150.8;204.8;240.8;206;4
702:330;1;86.4;150.8;204.8;240.8;209;4
702:331;1;86.4;150.8;204.8;240.8;279;5
702:332;1;86.4;150.8;204.8;240.8;222;4
702:333;1;86.4;150.8;204.8;240.8;220;4
702:334;1;86.4;150.8;204.8;240.8;225;4
702:335;1;86.4;150.8;204.8;240.8;164;3
702:336;1;86.4;150.8;204.8;240.8;153;3
702:337;1;86.4;150.8;204.8;240.8;151;3
702:338;1;86.4;150.8;204.8;240.8;278;5
702:339;1;86.4;150.8;204.8;240.8;179;3
702:340;1;86.4;150.8;204.8;240.8;190;3
702:341;1;86.4;150.8;204.8;240.8;174;3
702:342;1;86.4;150.8;204.8;240.8;185;3
702:343;1;69.12;120.64;163.84;192.64;261;5
702:344;1;86.4;150.8;204.8;240.8;199;3
702:345;1;86.4;150.8;204.8;240.8;166;3
702:346;1;86.4;150.8;204.8;240.8;165;3
702:347;1;69.12;120.64;163.84;192.64;131;3
702:348;1;86.4;150.8;204.8;240.8;259;5
702:349;1;86.4;150.8;204.8;240.8;166;3
702:350;1;86.4;150.8;204.8;240.8;154;3
702:351;1;69.12;120.64;163.84;192.64;278;5
702:352;1;86.4;150.8;204.8;240.8;273;5
702:353;1;86.4;150.8;204.8;240.8;213;4
702:354;1;86.4;150.8;204.8;240.8;187;3
702:355;1;86.4;150.8;204.8;240.8;311;5
702:356;1;86.4;150.8;204.8;240.8;193;3
702:357;1;86.4;150.8;204.8;240.8;171;3
702:358;1;86.4;150.8;204.8;240.8;194;3
702:359;1;86.4;150.8;204.8;240.8;213;4
702:360;1;86.4;150.8;204.8;240.8;254;5
702:361;1;69.12;120.64;163.84;192.64;291;5
702:362;1;69.12;120.64;163.84;192.64;233;5
702:363;1;69.12;120.64;163.84;192.64;225;5
702:364;1;69.12;120.64;163.84;192.64;305;5
702:365;1;86.4;150.8;204.8;240.8;360;5
702:366;1;86.4;150.8;204.8;240.8;262;5
702:367;1;86.4;150.8;204.8;240.8;181;3
702:368;1;86.4;150.8;204.8;240.8;209;4
702:369;1;86.4;150.8;204.8;240.8;175;3
702:370;1;86.4;150.8;204.8;240.8;151;3
702:371;1;69.12;120.64;163.84;192.64;38;1
703:317;1;19.5;40;52.2;65.3;148;5
703:318;1;51.8;104.6;129.2;154.9;156;5
703:319;1;19.5;40;52.2;65.3;20;2
703:320;1;80;90;240.6;284.4;302;5
703:321;1;80;90;250.2;295.6;296;5
703:322;1;51.8;104.6;129.2;154.9;172;5
703:323;1;93.2;187.4;228.3;270.1;261;4
703:324;1;85.9;172.8;210.8;249.8;217;4
703:325;1;102.4;205.8;250.2;295.6;278;4
703:326;1;93.2;187.4;228.3;270.1;336;5
703:327;1;85.6;149.2;203.2;239.2;210;4
703:328;1;85.6;149.2;203.2;239.2;229;4
703:329;1;85.6;149.2;203.2;239.2;219;4
703:330;1;85.6;149.2;203.2;239.2;224;4
703:331;1;85.6;149.2;203.2;239.2;216;4
703:332;1;85.6;149.2;203.2;239.2;311;5
703:333;1;85.6;149.2;203.2;239.2;270;5
703:334;1;85.6;149.2;203.2;239.2;276;5
703:335;1;85.6;149.2;203.2;239.2;199;3
703:336;1;85.6;149.2;203.2;239.2;175;3
703:337;1;85.6;149.2;203.2;239.2;168;3
703:338;1;85.6;149.2;203.2;239.2;269;5
703:339;1;85.6;149.2;203.2;239.2;263;5
703:340;1;85.6;149.2;203.2;239.2;177;3
703:341;1;85.6;149.2;203.2;239.2;219;4
703:342;1;85.6;149.2;203.2;239.2;265;5
703:343;1;85.6;149.2;203.2;239.2;243;5
703:344;1;85.6;149.2;203.2;239.2;176;3
703:345;1;85.6;149.2;203.2;239.2;200;3
703:346;1;85.6;149.2;203.2;239.2;173;3
703:347;1;85.6;149.2;203.2;239.2;168;3
703:348;1;85.6;149.2;203.2;239.2;178;3
703:349;1;85.6;149.2;203.2;239.2;184;3
703:350;1;85.6;149.2;203.2;239.2;223;4
703:351;1;85.6;149.2;203.2;239.2;272;5
703:352;1;85.6;149.2;203.2;239.2;217;4
703:353;1;85.6;149.2;203.2;239.2;157;3
703:354;1;85.6;149.2;203.2;239.2;174;3
703:355;1;85.6;149.2;203.2;239.2;189;3
703:356;1;85.6;149.2;203.2;239.2;167;3
703:357;1;85.6;149.2;203.2;239.2;161;3
703:358;1;85.6;149.2;203.2;239.2;169;3
703:359;1;85.6;149.2;203.2;239.2;188;3
703:360;1;85.6;149.2;203.2;239.2;273;5
703:361;1;68.48;119.36;162.56;191.36;144;3
703:362;1;68.48;119.36;162.56;191.36;170;4
703:363;1;85.6;149.2;203.2;239.2;255;5
703:364;1;85.6;149.2;203.2;239.2;317;5
703:365;1;85.6;149.2;203.2;239.2;284;5
703:366;1;85.6;149.2;203.2;239.2;268;5
703:367;1;85.6;149.2;203.2;239.2;262;5
703:368;1;85.6;149.2;203.2;239.2;156;3
703:369;1;68.48;119.36;162.56;191.36;128;3
704:318;1;19.5;40;52.2;65.3;69;5
704:319;1;19.5;40;52.2;65.3;28;2
704:320;1;80;90;129.2;154.9;272;5
704:321;1;80;90;210.8;249.8;274;5
704:322;1;51.8;104.6;129.2;154.9;166;5
704:323;1;51.8;104.6;129.2;154.9;130;4
704:324;1;51.8;104.6;129.2;154.9;142;4
704:325;1;73.4;147.9;181;215.1;219;5
704:326;1;108.5;217.9;264.7;312.4;271;4
704:327;1;84.8;147.6;201.6;237.6;256;5
704:328;1;84.8;147.6;201.6;237.6;241;5
704:329;1;84.8;147.6;201.6;237.6;214;4
704:330;1;84.8;147.6;201.6;237.6;215;4
704:331;1;84.8;147.6;201.6;237.6;248;5
704:332;1;84.8;147.6;201.6;237.6;210;4
704:333;1;84.8;147.6;201.6;237.6;298;5
704:334;1;84.8;147.6;201.6;237.6;260;5
704:335;1;84.8;147.6;201.6;237.6;271;5
704:336;1;84.8;147.6;201.6;237.6;213;4
704:337;1;84.8;147.6;201.6;237.6;207;4
704:338;1;84.8;147.6;201.6;237.6;219;4
704:339;1;84.8;147.6;201.6;237.6;166;3
704:340;1;84.8;147.6;201.6;237.6;162;3
704:341;1;84.8;147.6;201.6;237.6;176;3
704:342;1;84.8;147.6;201.6;237.6;173;3
704:343;1;84.8;147.6;201.6;237.6;224;4
704:344;1;84.8;147.6;201.6;237.6;181;3
704:345;1;84.8;147.6;201.6;237.6;169;3
704:346;1;84.8;147.6;201.6;237.6;180;3
704:347;1;84.8;147.6;201.6;237.6;152;3
704:348;1;84.8;147.6;201.6;237.6;174;3
704:349;1;84.8;147.6;201.6;237.6;173;3
704:350;1;84.8;147.6;201.6;237.6;263;5
704:351;1;84.8;147.6;201.6;237.6;270;5
704:352;1;84.8;147.6;201.6;237.6;182;3
704:353;1;84.8;147.6;201.6;237.6;151;3
704:354;1;84.8;147.6;201.6;237.6;157;3
704:355;1;84.8;147.6;201.6;237.6;181;3
704:356;1;84.8;147.6;201.6;237.6;167;3
704:357;1;84.8;147.6;201.6;237.6;153;3
704:358;1;84.8;147.6;201.6;237.6;164;3
704:359;1;84.8;147.6;201.6;237.6;210;4
704:360;1;84.8;147.6;201.6;237.6;199;3
704:361;1;84.8;147.6;201.6;237.6;224;4
704:362;1;84.8;147.6;201.6;237.6;181;3
704:363;1;84.8;147.6;201.6;237.6;281;5
704:364;1;84.8;147.6;201.6;237.6;153;3
704:365;1;84.8;147.6;201.6;237.6;211;4
704:366;1;84.8;147.6;201.6;237.6;161;3
704:367;1;67.84;118.08;161.28;190.08;129;3
704:368;1;67.84;118.08;161.28;190.08;37;1
705:319;1;19.5;40;52.2;65.3;21;2
705:320;1;51.8;104.6;129.2;154.9;221;5
705:323;1;19.5;40;52.2;65.3;87;5
705:324;1;19.5;40;52.2;65.3;83;5
705:325;1;19.5;40;52.2;65.3;95;5
705:326;1;93.2;187.4;228.3;270.1;289;5
705:327;1;108.5;217.9;264.7;312.4;267;4
705:328;1;84;146;200;236;205;4
705:329;1;84;146;200;236;210;4
705:330;1;84;146;200;236;205;4
705:331;1;84;146;200;236;251;5
705:332;1;84;146;200;236;304;5
705:333;1;84;146;200;236;294;5
705:334;1;84;146;200;236;240;5
705:335;1;84;146;200;236;262;5
705:336;1;84;146;200;236;269;5
705:337;1;84;146;200;236;274;5
705:338;1;84;146;200;236;310;5
705:339;1;84;146;200;236;221;4
705:340;1;84;146;200;236;212;4
705:341;1;84;146;200;236;225;4
705:342;1;84;146;200;236;179;3
705:343;1;84;146;200;236;161;3
705:344;1;67.2;116.8;160;188.8;213;5
705:345;1;84;146;200;236;216;4
705:346;1;84;146;200;236;158;3
705:347;1;84;146;200;236;190;3
705:348;1;84;146;200;236;237;5
705:349;1;84;146;200;236;298;5
705:350;1;84;146;200;236;268;5
705:351;1;84;146;200;236;241;5
705:352;1;84;146;200;236;222;4
705:353;1;84;146;200;236;150;3
705:354;1;84;146;200;236;197;3
705:355;1;84;146;200;236;157;3
705:356;1;84;146;200;236;209;4
705:357;1;84;146;200;236;153;3
705:358;1;84;146;200;236;239;5
705:359;1;84;146;200;236;244;5
705:360;1;84;146;200;236;248;5
705:361;1;84;146;200;236;190;3
705:362;1;84;146;200;236;168;3
705:363;1;84;146;200;236;152;3
705:364;1;84;146;200;236;258;5
705:365;1;84;146;200;236;150;3
705:366;1;67.2;116.8;160;188.8;123;3
705:367;1;53.76;93.44;128;151.04;25;1
706:326;1;51.8;104.6;129.2;154.9;164;5
706:327;1;98.4;197.8;240.6;284.4;334;5
706:328;1;83.2;144.4;198.4;234.4;264;5
706:329;1;83.2;144.4;198.4;234.4;268;5
706:330;1;83.2;144.4;198.4;234.4;251;5
706:331;1;83.2;144.4;198.4;234.4;212;4
706:332;1;83.2;144.4;198.4;234.4;240;5
706:333;1;83.2;144.4;198.4;234.4;223;4
706:334;1;83.2;144.4;198.4;234.4;230;4
706:335;1;83.2;144.4;198.4;234.4;266;5
706:336;1;83.2;144.4;198.4;234.4;177;3
706:337;1;83.2;144.4;198.4;234.4;207;4
706:338;1;83.2;144.4;198.4;234.4;278;5
706:339;1;83.2;144.4;198.4;234.4;203;4
706:340;1;83.2;144.4;198.4;234.4;204;4
706:341;1;83.2;144.4;198.4;234.4;202;4
706:342;1;83.2;144.4;198.4;234.4;213;4
706:343;1;83.2;144.4;198.4;234.4;176;3
706:344;1;83.2;144.4;198.4;234.4;217;4
706:345;1;83.2;144.4;198.4;234.4;219;4
706:346;1;83.2;144.4;198.4;234.4;159;3
706:347;1;83.2;144.4;198.4;234.4;182;3
706:348;1;83.2;144.4;198.4;234.4;216;4
706:349;1;83.2;144.4;198.4;234.4;216;4
706:350;1;83.2;144.4;198.4;234.4;174;3
706:351;1;83.2;144.4;198.4;234.4;160;3
706:352;1;83.2;144.4;198.4;234.4;172;3
706:353;1;83.2;144.4;198.4;234.4;164;3
706:354;1;83.2;144.4;198.4;234.4;168;3
706:355;1;83.2;144.4;198.4;234.4;161;3
706:356;1;83.2;144.4;198.4;234.4;224;4
706:357;1;83.2;144.4;198.4;234.4;154;3
706:358;1;83.2;144.4;198.4;234.4;181;3
706:359;1;83.2;144.4;198.4;234.4;195;3
706:360;1;83.2;144.4;198.4;234.4;172;3
706:361;1;83.2;144.4;198.4;234.4;237;5
706:362;1;83.2;144.4;198.4;234.4;172;3
706:363;1;83.2;144.4;198.4;234.4;166;3
706:364;1;83.2;144.4;198.4;234.4;239;5
706:365;1;83.2;144.4;198.4;234.4;149;3
706:366;1;19.5;40;52.2;65.3;22;2
707:327;1;19.5;40;52.2;65.3;123;5
707:328;1;102.4;205.8;250.2;295.6;409;5
707:329;1;105.7;212.4;258.1;304.7;324;5
707:330;1;82.4;142.8;196.8;232.8;245;5
707:331;1;82.4;142.8;196.8;232.8;239;5
707:332;1;82.4;142.8;196.8;232.8;231;4
707:333;1;82.4;142.8;196.8;232.8;204;4
707:334;1;82.4;142.8;196.8;232.8;226;4
707:335;1;82.4;142.8;196.8;232.8;187;3
707:336;1;82.4;142.8;196.8;232.8;213;4
707:337;1;82.4;142.8;196.8;232.8;171;3
707:338;1;82.4;142.8;196.8;232.8;212;4
707:339;1;82.4;142.8;196.8;232.8;216;4
707:340;1;82.4;142.8;196.8;232.8;174;3
707:341;1;82.4;142.8;196.8;232.8;264;5
707:342;1;82.4;142.8;196.8;232.8;202;4
707:343;1;82.4;142.8;196.8;232.8;260;5
707:344;1;82.4;142.8;196.8;232.8;209;4
707:345;1;82.4;142.8;196.8;232.8;159;3
707:346;1;82.4;142.8;196.8;232.8;165;3
707:347;1;82.4;142.8;196.8;232.8;181;3
707:348;1;82.4;142.8;196.8;232.8;206;4
707:349;1;82.4;142.8;196.8;232.8;154;3
707:350;1;82.4;142.8;196.8;232.8;204;4
707:351;1;82.4;142.8;196.8;232.8;148;3
707:352;1;82.4;142.8;196.8;232.8;160;3
707:353;1;82.4;142.8;196.8;232.8;156;3
707:354;1;82.4;142.8;196.8;232.8;164;3
707:355;1;82.4;142.8;196.8;232.8;177;3
707:356;1;82.4;142.8;196.8;232.8;172;3
707:357;1;82.4;142.8;196.8;232.8;156;3
707:358;1;82.4;142.8;196.8;232.8;212;4
707:359;1;82.4;142.8;196.8;232.8;210;4
707:360;1;82.4;142.8;196.8;232.8;155;3
707:361;1;82.4;142.8;196.8;232.8;153;3
707:362;1;82.4;142.8;196.8;232.8;161;3
707:363;1;82.4;142.8;196.8;232.8;146;3
707:364;1;82.4;142.8;196.8;232.8;198;4
707:365;1;19.5;40;52.2;65.3;75;5
708:327;1;19.5;40;52.2;65.3;68;5
708:328;1;98.4;197.8;240.6;284.4;345;5
708:329;1;108.5;217.9;264.7;312.4;322;5
708:330;1;110.9;222.8;270.4;319.1;372;5
708:331;1;81.6;141.2;195.2;231.2;294;5
708:332;1;81.6;141.2;195.2;231.2;270;5
708:333;1;81.6;141.2;195.2;231.2;218;4
708:334;1;81.6;141.2;195.2;231.2;240;5
708:335;1;81.6;141.2;195.2;231.2;209;4
708:336;1;81.6;141.2;195.2;231.2;220;4
708:337;1;81.6;141.2;195.2;231.2;202;4
708:338;1;81.6;141.2;195.2;231.2;209;4
708:339;1;81.6;141.2;195.2;231.2;274;5
708:340;1;81.6;141.2;195.2;231.2;234;5
708:341;1;81.6;141.2;195.2;231.2;218;4
708:342;1;81.6;141.2;195.2;231.2;202;4
708:343;1;81.6;141.2;195.2;231.2;204;4
708:344;1;81.6;141.2;195.2;231.2;182;3
708:345;1;81.6;141.2;195.2;231.2;157;3
708:346;1;81.6;141.2;195.2;231.2;162;3
708:347;1;81.6;141.2;195.2;231.2;164;3
708:348;1;81.6;141.2;195.2;231.2;147;3
708:349;1;81.6;141.2;195.2;231.2;149;3
708:350;1;81.6;141.2;195.2;231.2;166;3
708:351;1;81.6;141.2;195.2;231.2;153;3
708:352;1;81.6;141.2;195.2;231.2;251;5
708:353;1;81.6;141.2;195.2;231.2;155;3
708:354;1;81.6;141.2;195.2;231.2;182;3
708:355;1;81.6;141.2;195.2;231.2;198;4
708:356;1;81.6;141.2;195.2;231.2;238;5
708:357;1;81.6;141.2;195.2;231.2;191;3
708:358;1;81.6;141.2;195.2;231.2;181;3
708:359;1;81.6;141.2;195.2;231.2;184;3
708:360;1;81.6;141.2;195.2;231.2;177;3
708:361;1;81.6;141.2;195.2;231.2;173;3
708:362;1;81.6;141.2;195.2;231.2;208;4
708:363;1;81.6;141.2;195.2;231.2;159;3
708:364;1;81.6;141.2;195.2;231.2;167;3
708:365;1;81.6;141.2;195.2;231.2;146;3
708:366;1;65.28;112.96;156.16;184.96;34;1
709:328;1;19.5;40;52.2;65.3;125;5
709:329;1;93.2;187.4;228.3;270.1;274;5
709:330;1;73.4;147.9;181;215.1;353;5
709:331;1;105.7;212.4;258.1;304.7;321;5
709:332;1;80.8;139.6;193.6;229.6;338;5
709:333;1;80.8;139.6;193.6;229.6;218;4
709:334;1;80.8;139.6;193.6;229.6;208;4
709:335;1;80.8;139.6;193.6;229.6;211;4
709:336;1;80.8;139.6;193.6;229.6;242;5
709:337;1;80.8;139.6;193.6;229.6;265;5
709:338;1;80.8;139.6;193.6;229.6;242;5
709:339;1;80.8;139.6;193.6;229.6;238;5
709:340;1;80.8;139.6;193.6;229.6;253;5
709:341;1;80.8;139.6;193.6;229.6;203;4
709:342;1;80.8;139.6;193.6;229.6;167;3
709:343;1;80.8;139.6;193.6;229.6;158;3
709:344;1;80.8;139.6;193.6;229.6;167;3
709:345;1;80.8;139.6;193.6;229.6;168;3
709:346;1;80.8;139.6;193.6;229.6;153;3
709:347;1;80.8;139.6;193.6;229.6;167;3
709:348;1;80.8;139.6;193.6;229.6;156;3
709:349;1;80.8;139.6;193.6;229.6;182;3
709:350;1;80.8;139.6;193.6;229.6;221;4
709:351;1;80.8;139.6;193.6;229.6;183;3
709:352;1;80.8;139.6;193.6;229.6;172;3
709:353;1;80.8;139.6;193.6;229.6;207;4
709:354;1;80.8;139.6;193.6;229.6;204;4
709:355;1;80.8;139.6;193.6;229.6;222;4
709:356;1;80.8;139.6;193.6;229.6;210;4
709:357;1;80.8;139.6;193.6;229.6;147;3
709:358;1;80.8;139.6;193.6;229.6;215;4
709:359;1;80.8;139.6;193.6;229.6;209;4
709:360;1;80.8;139.6;193.6;229.6;188;3
709:361;1;80.8;139.6;193.6;229.6;176;3
709:362;1;80.8;139.6;193.6;229.6;198;4
709:363;1;80.8;139.6;193.6;229.6;178;3
709:364;1;80.8;139.6;193.6;229.6;194;4
709:365;1;80.8;139.6;193.6;229.6;145;3
709:366;1;64.64;111.68;154.88;183.68;124;3
710:329;1;19.5;40;52.2;65.3;189;5
710:330;1;19.5;40;52.2;65.3;81;5
710:331;1;51.8;104.6;129.2;154.9;131;4
710:332;1;108.5;217.9;264.7;312.4;296;4
710:333;1;80;138;192;228;282;5
710:334;1;80;138;192;228;195;4
710:335;1;80;138;192;228;209;4
710:336;1;80;138;192;228;249;5
710:337;1;80;138;192;228;288;5
710:338;1;80;138;192;228;272;5
710:339;1;80;138;192;228;285;5
710:340;1;80;138;192;228;198;4
710:341;1;80;138;192;228;202;4
710:342;1;80;138;192;228;228;5
710:343;1;80;138;192;228;202;4
710:344;1;80;138;192;228;186;3
710:345;1;80;138;192;228;154;3
710:346;1;80;138;192;228;166;3
710:347;1;80;138;192;228;142;3
710:348;1;80;138;192;228;167;3
710:349;1;80;138;192;228;202;4
710:350;1;80;138;192;228;203;4
710:351;1;80;138;192;228;174;3
710:352;1;80;138;192;228;162;3
710:353;1;80;138;192;228;230;5
710:354;1;80;138;192;228;230;5
710:355;1;80;138;192;228;267;5
710:356;1;80;138;192;228;279;5
710:357;1;80;138;192;228;198;4
710:358;1;80;138;192;228;228;5
710:359;1;80;138;192;228;207;4
710:360;1;80;138;192;228;163;3
710:361;1;80;138;192;228;150;3
710:362;1;80;138;192;228;168;3
710:363;1;80;138;192;228;191;3
710:364;1;80;138;192;228;161;3
710:365;1;80;138;192;228;157;3
710:366;1;80;138;192;228;143;3
710:367;1;64;110.4;153.6;182.4;17;1
711:332;1;85.9;172.8;210.8;249.8;295;5
711:333;1;102.4;205.8;250.2;295.6;313;5
711:334;1;79.2;136.4;190.4;226.4;210;4
711:335;1;79.2;136.4;190.4;226.4;205;4
711:336;1;79.2;136.4;190.4;226.4;253;5
711:337;1;79.2;136.4;190.4;226.4;354;5
711:338;1;79.2;136.4;190.4;226.4;276;5
711:339;1;79.2;136.4;190.4;226.4;248;5
711:340;1;79.2;136.4;190.4;226.4;186;3
711:341;1;79.2;136.4;190.4;226.4;252;5
711:342;1;79.2;136.4;190.4;226.4;307;5
711:343;1;79.2;136.4;190.4;226.4;232;5
711:344;1;79.2;136.4;190.4;226.4;160;3
711:345;1;79.2;136.4;190.4;226.4;206;4
711:346;1;79.2;136.4;190.4;226.4;232;5
711:347;1;79.2;136.4;190.4;226.4;181;3
711:348;1;79.2;136.4;190.4;226.4;180;3
711:349;1;79.2;136.4;190.4;226.4;203;4
711:350;1;79.2;136.4;190.4;226.4;341;5
711:351;1;79.2;136.4;190.4;226.4;235;5
711:352;1;79.2;136.4;190.4;226.4;240;5
711:353;1;79.2;136.4;190.4;226.4;238;5
711:354;1;79.2;136.4;190.4;226.4;252;5
711:355;1;79.2;136.4;190.4;226.4;351;5
711:356;1;79.2;136.4;190.4;226.4;325;5
711:357;1;79.2;136.4;190.4;226.4;233;5
711:358;1;79.2;136.4;190.4;226.4;254;5
711:359;1;79.2;136.4;190.4;226.4;215;4
711:360;1;63.36;109.12;152.32;181.12;163;4
711:361;1;79.2;136.4;190.4;226.4;204;4
711:362;1;79.2;136.4;190.4;226.4;270;5
711:363;1;79.2;136.4;190.4;226.4;223;4
711:364;1;79.2;136.4;190.4;226.4;147;3
711:365;1;79.2;136.4;190.4;226.4;150;3
711:366;1;79.2;136.4;190.4;226.4;146;3
711:367;1;63.36;109.12;152.32;181.12;36;1
712:333;1;85.9;172.8;210.8;249.8;267;5
712:334;1;78.4;134.8;188.8;224.8;298;5
712:335;1;78.4;134.8;188.8;224.8;254;5
712:336;1;78.4;134.8;188.8;224.8;259;5
712:337;1;78.4;134.8;188.8;224.8;291;5
