grid;level1;level2;level3;level4;level5;activitySum;activityCategory
758:342;1;56;90;144;180;84;2
758:343;1;56;90;144;180;159;4
758:344;1;56;90;144;180;59;2
758:345;1;56;90;144;180;115;3
758:346;1;56;90;144;180;78;2
758:347;1;56;90;144;180;80;2
758:348;1;56;90;144;180;119;3
758:349;1;56;90;144;180;85;2
758:350;1;56;90;144;180;76;2
758:351;1;56;90;144;180;158;4
758:352;1;56;90;144;180;121;3
758:353;1;56;90;144;180;105;3
758:354;1;56;90;144;180;64;2
758:355;1;56;90;144;180;95;3
758:356;1;44.8;72;115.2;144;94;3
759:331;1;44.8;72;115.2;144;2;1
759:332;1;44.8;72;115.2;144;83;3
759:333;1;56;90;144;180;52;1
759:334;1;56;90;144;180;115;3
759:335;1;56;90;144;180;192;5
759:336;1;56;90;144;180;190;5
759:337;1;56;90;144;180;181;5
759:338;1;56;90;144;180;168;4
759:339;1;56;90;144;180;152;4
759:340;1;56;90;144;180;131;3
759:341;1;56;90;144;180;113;3
759:342;1;56;90;144;180;72;2
759:343;1;56;90;144;180;80;2
759:344;1;56;90;144;180;64;2
759:345;1;56;90;144;180;130;3
759:346;1;56;90;144;180;106;3
759:347;1;56;90;144;180;81;2
759:348;1;56;90;144;180;96;3
759:349;1;56;90;144;180;108;3
759:350;1;56;90;144;180;92;3
759:351;1;56;90;144;180;153;4
759:352;1;56;90;144;180;105;3
759:353;1;56;90;144;180;57;2
759:354;1;56;90;144;180;40;1
759:355;1;56;90;144;180;84;2
759:356;1;44.8;72;115.2;144;34;1
760:329;1;44.8;72;115.2;144;60;2
760:330;1;44.8;72;115.2;144;201;5
760:331;1;56;90;144;180;164;4
760:332;1;56;90;144;180;110;3
760:333;1;56;90;144;180;101;3
760:334;1;56;90;144;180;216;5
760:335;1;56;90;144;180;167;4
760:336;1;56;90;144;180;47;1
760:337;1;56;90;144;180;25;1
760:338;1;56;90;144;180;109;3
760:339;1;56;90;144;180;60;2
760:340;1;56;90;144;180;123;3
760:341;1;56;90;144;180;114;3
760:342;1;56;90;144;180;103;3
760:343;1;56;90;144;180;48;1
760:344;1;56;90;144;180;104;3
760:345;1;56;90;144;180;107;3
760:346;1;56;90;144;180;95;3
760:347;1;56;90;144;180;69;2
760:348;1;56;90;144;180;112;3
760:349;1;56;90;144;180;111;3
760:350;1;56;90;144;180;108;3
760:351;1;56;90;144;180;99;3
760:352;1;56;90;144;180;102;3
760:353;1;56;90;144;180;90;3
760:354;1;56;90;144;180;59;2
760:355;1;56;90;144;180;77;2
760:356;1;44.8;72;115.2;144;14;1
761:329;1;44.8;72;115.2;144;103;3
761:330;1;56;90;144;180;115;3
761:331;1;56;90;144;180;101;3
761:332;1;56;90;144;180;32;1
761:333;1;56;90;144;180;42;1
761:334;1;56;90;144;180;97;3
761:335;1;56;90;144;180;100;3
761:336;1;56;90;144;180;104;3
761:337;1;56;90;144;180;64;2
761:338;1;56;90;144;180;36;1
761:339;1;56;90;144;180;61;2
761:340;1;56;90;144;180;94;3
761:341;1;44.8;72;115.2;144;39;1
761:342;1;56;90;144;180;57;2
761:343;1;56;90;144;180;59;2
761:344;1;56;90;144;180;63;2
761:345;1;56;90;144;180;156;4
761:346;1;56;90;144;180;92;3
761:347;1;56;90;144;180;117;3
761:348;1;56;90;144;180;87;2
761:349;1;56;90;144;180;109;3
761:350;1;56;90;144;180;95;3
761:351;1;56;90;144;180;158;4
761:352;1;56;90;144;180;251;5
761:353;1;56;90;144;180;113;3
761:354;1;56;90;144;180;135;3
761:355;1;56;90;144;180;120;3
761:356;1;44.8;72;115.2;144;95;3
762:328;1;56;90;144;180;99;3
762:329;1;56;90;144;180;76;2
762:330;1;56;90;144;180;93;3
762:331;1;56;90;144;180;91;3
762:332;1;56;90;144;180;13;1
762:333;1;56;90;144;180;9;1
762:334;1;44.8;72;115.2;144;20;1
762:335;1;56;90;144;180;93;3
762:336;1;56;90;144;180;104;3
762:337;1;56;90;144;180;134;3
762:338;1;56;90;144;180;74;2
762:339;1;56;90;144;180;58;2
762:340;1;44.8;72;115.2;144;68;2
762:342;1;56;90;144;180;78;2
762:343;1;56;90;144;180;63;2
762:344;1;56;90;144;180;56;2
762:345;1;56;90;144;180;113;3
762:346;1;56;90;144;180;107;3
762:347;1;56;90;144;180;155;4
762:348;1;56;90;144;180;121;3
762:349;1;56;90;144;180;125;3
762:350;1;56;90;144;180;61;2
762:351;1;56;90;144;180;99;3
762:352;1;56;90;144;180;267;5
762:353;1;56;90;144;180;170;4
762:354;1;56;90;144;180;100;3
762:355;1;56;90;144;180;128;3
762:356;1;56;90;144;180;79;2
763:327;1;44.8;72;115.2;144;86;3
763:328;1;56;90;144;180;118;3
763:329;1;56;90;144;180;97;3
763:330;1;56;90;144;180;79;2
763:331;1;56;90;144;180;79;2
763:332;1;44.8;72;115.2;144;2;1
763:336;1;44.8;72;115.2;144;73;3
763:337;1;56;90;144;180;108;3
763:338;1;44.8;72;115.2;144;93;3
763:342;1;44.8;72;115.2;144;106;3
763:343;1;56;90;144;180;103;3
763:344;1;56;90;144;180;93;3
763:345;1;56;90;144;180;44;1
763:346;1;56;90;144;180;103;3
763:347;1;56;90;144;180;175;4
763:348;1;56;90;144;180;151;4
763:349;1;56;90;144;180;217;5
763:350;1;56;90;144;180;50;1
763:351;1;56;90;144;180;127;3
763:352;1;56;90;144;180;188;5
763:353;1;56;90;144;180;126;3
763:354;1;56;90;144;180;165;4
763:355;1;56;90;144;180;109;3
763:356;1;56;90;144;180;150;4
763:357;1;44.8;72;115.2;144;7;1
764:326;1;44.8;72;115.2;144;95;3
764:327;1;56;90;144;180;95;3
764:328;1;56;90;144;180;63;2
764:329;1;56;90;144;180;70;2
764:330;1;56;90;144;180;71;2
764:331;1;44.8;72;115.2;144;33;1
764:336;1;44.8;72;115.2;144;4;1
764:337;1;44.8;72;115.2;144;39;1
764:342;1;44.8;72;115.2;144;18;1
764:343;1;44.8;72;115.2;144;94;3
764:344;1;56;90;144;180;110;3
764:345;1;56;90;144;180;66;2
764:346;1;56;90;144;180;78;2
764:347;1;56;90;144;180;62;2
764:348;1;56;90;144;180;150;4
764:349;1;56;90;144;180;169;4
764:350;1;56;90;144;180;195;5
764:351;1;44.8;72;115.2;144;84;3
764:352;1;44.8;72;115.2;144;53;2
764:353;1;44.8;72;115.2;144;72;3
764:354;1;44.8;72;115.2;144;63;2
764:355;1;56;90;144;180;123;3
764:356;1;44.8;72;115.2;144;28;1
764:357;1;44.8;72;115.2;144;5;1
765:325;1;44.8;72;115.2;144;104;3
765:326;1;56;90;144;180;184;5
765:327;1;56;90;144;180;91;3
765:328;1;56;90;144;180;33;1
765:329;1;56;90;144;180;58;2
765:330;1;56;90;144;180;27;1
765:331;1;44.8;72;115.2;144;1;1
765:344;1;44.8;72;115.2;144;37;1
765:345;1;56;90;144;180;23;1
765:346;1;56;90;144;180;16;1
765:347;1;56;90;144;180;21;1
765:348;1;56;90;144;180;129;3
765:349;1;56;90;144;180;105;3
765:350;1;56;90;144;180;89;2
765:351;1;44.8;72;115.2;144;120;4
765:352;1;44.8;72;115.2;144;23;1
765:353;1;44.8;72;115.2;144;57;2
765:354;1;56;90;144;180;48;1
765:355;1;56;90;144;180;97;3
765:356;1;44.8;72;115.2;144;83;3
765:357;1;44.8;72;115.2;144;18;1
766:325;1;44.8;72;115.2;144;133;4
766:326;1;56;90;144;180;130;3
766:327;1;56;90;144;180;106;3
766:328;1;56;90;144;180;61;2
766:329;1;56;90;144;180;43;1
766:330;1;44.8;72;115.2;144;16;1
766:344;1;44.8;72;115.2;144;16;1
766:345;1;56;90;144;180;78;2
766:346;1;56;90;144;180;68;2
766:347;1;56;90;144;180;74;2
766:348;1;56;90;144;180;99;3
766:349;1;56;90;144;180;94;3
766:350;1;56;90;144;180;202;5
766:351;1;56;90;144;180;78;2
766:352;1;44.8;72;115.2;144;79;3
766:353;1;44.8;72;115.2;144;83;3
766:354;1;44.8;72;115.2;144;74;3
766:355;1;56;90;144;180;35;1
766:356;1;56;90;144;180;96;3
766:357;1;44.8;72;115.2;144;50;2
767:324;1;44.8;72;115.2;144;103;3
767:325;1;56;90;144;180;226;5
767:326;1;56;90;144;180;105;3
767:327;1;56;90;144;180;99;3
767:328;1;56;90;144;180;30;1
767:329;1;56;90;144;180;64;2
767:330;1;44.8;72;115.2;144;24;1
767:344;1;44.8;72;115.2;144;50;2
767:345;1;56;90;144;180;60;2
767:346;1;56;90;144;180;56;2
767:347;1;56;90;144;180;94;3
767:348;1;56;90;144;180;121;3
767:349;1;56;90;144;180;111;3
767:350;1;56;90;144;180;149;4
767:351;1;56;90;144;180;108;3
767:352;1;56;90;144;180;59;2
767:353;1;44.8;72;115.2;144;123;4
767:354;1;44.8;72;115.2;144;25;1
767:355;1;44.8;72;115.2;144;21;1
767:356;1;56;90;144;180;65;2
767:357;1;44.8;72;115.2;144;50;2
768:324;1;44.8;72;115.2;144;26;1
768:325;1;44.8;72;115.2;144;104;3
768:326;1;56;90;144;180;57;2
768:327;1;56;90;144;180;92;3
768:328;1;56;90;144;180;93;3
768:329;1;44.8;72;115.2;144;34;1
768:344;1;44.8;72;115.2;144;53;2
768:345;1;56;90;144;180;56;2
768:346;1;56;90;144;180;91;3
768:347;1;56;90;144;180;66;2
768:348;1;56;90;144;180;104;3
768:349;1;56;90;144;180;129;3
768:350;1;56;90;144;180;140;3
768:351;1;56;90;144;180;82;2
768:352;1;56;90;144;180;102;3
768:353;1;56;90;144;180;108;3
768:354;1;56;90;144;180;38;1
768:355;1;44.8;72;115.2;144;32;1
768:356;1;56;90;144;180;100;3
768:357;1;44.8;72;115.2;144;36;1
769:326;1;44.8;72;115.2;144;85;3
769:327;1;56;90;144;180;64;2
769:328;1;56;90;144;180;69;2
769:329;1;44.8;72;115.2;144;1;1
769:345;1;56;90;144;180;95;3
769:346;1;56;90;144;180;60;2
769:347;1;56;90;144;180;148;4
769:348;1;56;90;144;180;136;3
769:349;1;56;90;144;180;77;2
769:350;1;56;90;144;180;135;3
769:351;1;56;90;144;180;146;4
769:352;1;56;90;144;180;97;3
769:353;1;56;90;144;180;40;1
769:354;1;56;90;144;180;108;3
769:355;1;56;90;144;180;104;3
769:356;1;56;90;144;180;60;2
769:357;1;56;90;144;180;67;2
769:358;1;44.8;72;115.2;144;21;1
770:327;1;44.8;72;115.2;144;10;1
770:328;1;44.8;72;115.2;144;11;1
770:345;1;56;90;144;180;134;3
770:346;1;56;90;144;180;194;5
770:347;1;56;90;144;180;118;3
770:348;1;56;90;144;180;118;3
770:349;1;56;90;144;180;56;2
770:350;1;56;90;144;180;101;3
770:351;1;56;90;144;180;94;3
770:352;1;56;90;144;180;104;3
770:353;1;56;90;144;180;95;3
770:354;1;56;90;144;180;29;1
770:355;1;56;90;144;180;74;2
770:356;1;56;90;144;180;67;2
770:357;1;56;90;144;180;61;2
770:358;1;56;90;144;180;60;2
770:359;1;44.8;72;115.2;144;7;1
771:345;1;44.8;72;115.2;144;112;3
771:346;1;56;90;144;180;97;3
771:347;1;56;90;144;180;91;3
771:348;1;56;90;144;180;86;2
771:349;1;56;90;144;180;60;2
771:350;1;56;90;144;180;123;3
771:351;1;56;90;144;180;78;2
771:352;1;56;90;144;180;60;2
771:353;1;56;90;144;180;63;2
771:354;1;56;90;144;180;59;2
771:355;1;56;90;144;180;96;3
771:356;1;56;90;144;180;137;3
771:357;1;56;90;144;180;69;2
771:358;1;56;90;144;180;90;3
771:359;1;44.8;72;115.2;144;22;1
772:345;1;44.8;72;115.2;144;158;5
772:346;1;56;90;144;180;186;5
772:347;1;56;90;144;180;94;3
772:348;1;56;90;144;180;63;2
772:349;1;56;90;144;180;111;3
772:350;1;56;90;144;180;161;4
772:351;1;56;90;144;180;109;3
772:352;1;56;90;144;180;107;3
772:353;1;56;90;144;180;63;2
772:354;1;56;90;144;180;33;1
772:355;1;56;90;144;180;102;3
772:356;1;56;90;144;180;98;3
772:357;1;56;90;144;180;130;3
772:358;1;56;90;144;180;103;3
773:345;1;44.8;72;115.2;144;93;3
773:346;1;56;90;144;180;103;3
773:347;1;56;90;144;180;65;2
773:348;1;56;90;144;180;61;2
773:349;1;56;90;144;180;117;3
773:350;1;56;90;144;180;162;4
773:351;1;56;90;144;180;102;3
773:352;1;56;90;144;180;115;3
773:353;1;56;90;144;180;90;3
773:354;1;56;90;144;180;61;2
773:355;1;56;90;144;180;103;3
773:356;1;56;90;144;180;126;3
773:357;1;56;90;144;180;131;3
773:358;1;44.8;72;115.2;144;157;5
774:346;1;44.8;72;115.2;144;88;3
774:347;1;56;90;144;180;105;3
774:348;1;56;90;144;180;106;3
774:349;1;56;90;144;180;71;2
774:350;1;56;90;144;180;172;4
774:351;1;56;90;144;180;92;3
774:352;1;56;90;144;180;83;2
774:353;1;56;90;144;180;99;3
774:354;1;56;90;144;180;106;3
774:355;1;56;90;144;180;125;3
774:356;1;44.8;72;115.2;144;47;2
774:357;1;44.8;72;115.2;144;2;1
775:347;1;44.8;72;115.2;144;86;3
775:348;1;56;90;144;180;90;3
775:349;1;56;90;144;180;81;2
775:350;1;56;90;144;180;163;4
775:351;1;56;90;144;180;44;1
775:352;1;56;90;144;180;76;2
775:353;1;56;90;144;180;89;2
775:354;1;56;90;144;180;96;3
775:355;1;44.8;72;115.2;144;52;2
776:347;1;44.8;72;115.2;144;49;2
776:348;1;44.8;72;115.2;144;94;3
776:349;1;44.8;72;115.2;144;78;3
776:350;1;44.8;72;115.2;144;88;3
776:351;1;56;90;144;180;151;4
776:352;1;56;90;144;180;73;2
776:353;1;56;90;144;180;161;4
776:354;1;44.8;72;115.2;144;128;4
777:351;1;44.8;72;115.2;144;114;3
777:352;1;56;90;144;180;152;4
777:353;1;56;90;144;180;181;5
